"","ID","INSPECTION_NUMBER","CATEGORY","SUBCATEGORY","INSPECTION_DATE","ORIGIN","PORT_OF_ARRIVAL_NAME","PORT_OF_ENTRY_NAME","ARRIVING_AIRLINE_IATA_NAME","ARRIVING_FLIGHT_NUMBER","PORT_LATITUDE","PORT_LONGITUDE","INSPECTION_PATHWAY","FINAL_DESTINATION_NAME","ENTRY_NUMBER","COMMODITY_CLASSIFICATION","COMMODITY_TYPE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","QUANTITY","QUANTITY_UNITS_NAME","CONSIGNEE_NAME","COMMODITY_ID","CONVEYANCE_ID","WPM_ID","REQUEST_DATETIME","INSPECTOR_NAME","CBP_OFFICER_NAME","INSPECTION_OFFICER","DIAGNOSTIC_REQUEST_ID","INSPECTION_LOCATION_NAME","INSPECTION_LOCATION_STATE_CODE","DR_PATHWAY","DIAGNOSTIC_REQUEST_NUMBER","EVENT_ID","DIAGNOSTIC_PRIORITY","DIAGNOSTIC_REQUEST_STATUS","INSPECTION_AREA","DESTINATION_LOCATION_ID","DESTINATION_LOCATION_NAME","AI_ACCEPTED_CALENDAR_DATE","AI_ACCEPTED_YEAR","AI_ACCEPTED_QUARTER","AI_ACCEPTED_MONTH","AI_ACCEPTED_MONTH_NUMBER","AI_ACCEPTED_BY_FULL_NAME","PEST_TAXON_ID","PEST_TAXONOMIC_NAME","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","DETERMINATION_TYPE","DETERMINED_BY_FULL_NAME","DETERMINED_BY_GROUP_NAME","DETERMINATION_DATETIME","ID_AUTHORITY","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","QUARANTINE_RECOMMENDATION_DETERMINED_BY_GROUP_NAME","QUARANTINE_RECOMMENDED_BY_USER_ID","QUARANTINE_RECOMMENDATION_DATETIME","DIAGNOSTIC_TYPE","HOST_TYPE_ID","HOST_TYPE","QUARANTINE_RECOMMENDATION_ID","QUARANTINE_RECOMMENDATION","REGULATORY_DETERMINATION_ID","EXCLUSION_OPTIONS","TREATMENT_SCHEDULE","WHERE_INTERCEPTED_ID","WHERE_INTERCEPTED","REMARKS","HOST_PROXIMITY","HOST_PART_NAME","DETERMINATION_LOCATION_ID","DETERMINATION_LOCATION_NAME","DETERMINATION_LOCATION_STATE","QUARANTINE_STATUS","QUARANTINE_STATUS_MAINLAND","QUARANTINE_STATUS_HAWAII","QUARANTINE_STATUS_PUERTO_RICO","DIAGNOSTIC_DISCIPLINE","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_DETERMINATION_NOT_POSSIBLE_REASON"
"33",57677,"2302-5816452","AQI","CBP","2020-08-27","Mexico","DEL RIO, TX (2302)","DEL RIO, TX (2302)",NA,NA,29.81412,-100.91701,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Logs","Prunus sp. - Prunus sp.","Prunus sp.",18160,"Kilograms","TIERRASCAPE IMPROVEMENT LTD, 5901 W NORTHVIEW AVE, GLENDALE, TX 85301, US",71843,NA,NA,"2020-08-27 04:00:00.0000000"," ","HOLLY M HEIMSOTH","HOLLY M HEIMSOTH",36152,"DEL RIO, TX (2302)","TX","Land Border - Truck - Cargo - CBP","2302-5816452-DR03","2302-5816452","Urgent","Diagnostics Completed","CBP - Cargo",5001,"National Museum of Natural History","2020-08-28",2020,"Q3","August",8,"Hedlund, Tyler",1713,"Phloeotribus sp. (Curculionidae)","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Phloeotribus",NA,"Final ID","Nearns, Eugenio","National Specialist","2020-08-28 04:00:00.0000000","Earned - Final",2,NA,NA,NA,NA,0,NA,NA,NA,NA,"NIS",938,"2020-08-28 18:36:49.9960000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",57840,"Re-export Only","Not Specified",5851,"General Cargo","In apple wood firewood but no drop down results for this were available in iTDS","In","Trunk",5001,"National Museum of Natural History","DC","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",57840,NA
"34",57677,"2302-5816452","AQI","CBP","2020-08-27","Mexico","DEL RIO, TX (2302)","DEL RIO, TX (2302)",NA,NA,29.81412,-100.91701,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Logs","Prunus sp. - Prunus sp.","Prunus sp.",18160,"Kilograms","TIERRASCAPE IMPROVEMENT LTD, 5901 W NORTHVIEW AVE, GLENDALE, TX 85301, US",71843,NA,NA,"2020-08-27 04:00:00.0000000"," ","HOLLY M HEIMSOTH","HOLLY M HEIMSOTH",36163,"DEL RIO, TX (2302)","TX","Land Border - Truck - Cargo - CBP","2302-5816452-DR01","2302-5816452","Urgent","Diagnostics Completed","CBP - Cargo",5003,"USDA Beltsville - Entomology","2020-08-28",2020,"Q3","August",8,"Hedlund, Tyler",6732,"Calcaritermes sp. (Kalotermitidae)","Animalia","Arthropoda","Insecta","Isoptera","Kalotermitidae","Calcaritermes",NA,"Final ID","Evans, Gregory","National Specialist","2020-08-28 04:00:00.0000000","Earned - Final",4,NA,NA,NA,NA,0,NA,NA,NA,NA,"NIS",938,"2020-08-28 20:20:47.6940000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",57866,"Not Specified","Not Specified",5851,"General Cargo","In apple wood firewood but no drop down results for this were available in iTDS","In","Trunk",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",57866,NA
"35",250555,"2608-3112716","AQI","CBP","2018-12-05","Mexico","SAN LUIS, AZ (2608)","SAN LUIS, AZ (2608)",NA,NA,32.49551,-114.70641,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",3344,"Kilograms",NA,798464,NA,NA,"2018-12-05 04:00:00.0000000"," ","SAMUEL J ROMERO","SAMUEL J ROMERO",178717,"SAN LUIS, AZ (2608)","AZ","Land Border - Truck - Cargo - CBP","2608-3112716-DR02","2608-3112716","Urgent","Diagnostics Completed","CBP - Cargo",7662,"Yuma","2018-12-06",2018,"Q4","December",12,"Botz, Jason",2961,"Silvanidae","Animalia","Arthropoda","Insecta","Coleoptera","Silvanidae",NA,NA,"Final ID","Botz, Jason","Area Identifier","2018-12-05 07:00:00.0000000","Conferred - Final",3,NA,NA,NA,NA,0,NA,NA,NA,NA,"Area Identifier",133,"2018-12-06 17:54:04.8480000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",375024,NA,NA,5852,"Permit Cargo",NA,"On","Dried Fruit",7662,"Yuma","AZ","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",375024,NA
"36",250555,"2608-3112716","AQI","CBP","2018-12-05","Mexico","SAN LUIS, AZ (2608)","SAN LUIS, AZ (2608)",NA,NA,32.49551,-114.70641,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",3344,"Kilograms",NA,798464,NA,NA,"2018-12-05 04:00:00.0000000"," ","SAMUEL J ROMERO","SAMUEL J ROMERO",178720,"SAN LUIS, AZ (2608)","AZ","Land Border - Truck - Cargo - CBP","2608-3112716-DR03","2608-3112716","Urgent","Diagnostics Completed","CBP - Cargo",7662,"Yuma","2018-12-06",2018,"Q4","December",12,"Botz, Jason",6480,"Braconidae","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",NA,NA,"Final ID","Botz, Jason","Area Identifier","2018-12-05 07:00:00.0000000","Conferred - Final",2,NA,NA,NA,NA,0,NA,NA,NA,NA,"Area Identifier",133,"2018-12-06 17:56:34.7870000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",375031,NA,NA,5852,"Permit Cargo",NA,"On","Dried Fruit",7662,"Yuma","AZ","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",375031,NA
"37",250555,"2608-3112716","AQI","CBP","2018-12-05","Mexico","SAN LUIS, AZ (2608)","SAN LUIS, AZ (2608)",NA,NA,32.49551,-114.70641,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",3344,"Kilograms",NA,798464,NA,NA,"2018-12-05 04:00:00.0000000"," ","SAMUEL J ROMERO","SAMUEL J ROMERO",178715,"SAN LUIS, AZ (2608)","AZ","Land Border - Truck - Cargo - CBP","2608-3112716-DR01","2608-3112716","Urgent","Diagnostics Completed","CBP - Cargo",7662,"Yuma","2018-12-06",2018,"Q4","December",12,"Botz, Jason",7548,"Cadra sp. (Pyralidae)","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Cadra",NA,"Final ID","Botz, Jason","Area Identifier","2018-12-05 07:00:00.0000000","Conferred - Final",NA,NA,NA,1,NA,NA,NA,NA,0,NA,"Area Identifier",133,"2018-12-06 17:52:36.3790000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",375019,NA,NA,5852,"Permit Cargo",NA,"On","Dried Fruit",7662,"Yuma","AZ","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",375019,NA
"38",453788,"2709-6794689","AQI","CBP","2021-04-27","Chile","LONG BEACH, CA (2709)","LONG BEACH, CA (2709)",NA,NA,33.76692,-118.18895,"Maritime Port - Vessel - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",16800,"Kilograms",NA,1574886,NA,NA,"2021-04-28 17:44:41.2330000"," ","SARA J MARTINEZ","SARA J MARTINEZ",333640,"LONG BEACH, CA (2709)","CA","Maritime Port - Vessel - Cargo - CBP","2709-6794689-DR02","2709-6794689","Urgent","Diagnostics Completed","CBP - Cargo",7839,"Long Beach","2021-04-28",2021,"Q2","April",4,"Maller, Liana",5664,"Diaspididae","Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae",NA,NA,"Final ID","Maller, Liana","Area Identifier","2021-04-28 07:00:00.0000000","Conferred - Final",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Area Identifier",322,"2021-04-28 18:25:08.5780000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",718639,NA,NA,0,"Not Specified","FOUND SCALE ON SURFACE OF PLUM","On","Fruit",7839,"Long Beach","CA","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",718639,"Dead Organism; Not Viable"
"39",453788,"2709-6794689","AQI","CBP","2021-04-27","Chile","LONG BEACH, CA (2709)","LONG BEACH, CA (2709)",NA,NA,33.76692,-118.18895,"Maritime Port - Vessel - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",16800,"Kilograms",NA,1574886,NA,NA,"2021-04-28 17:44:39.9230000"," ","SARA J MARTINEZ","SARA J MARTINEZ",333639,"LONG BEACH, CA (2709)","CA","Maritime Port - Vessel - Cargo - CBP","2709-6794689-DR01","2709-6794689","Urgent","Diagnostics Completed","CBP - Cargo",7839,"Long Beach","2021-04-28",2021,"Q2","April",4,"Maller, Liana",6039,"Pseudococcidae","Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Final ID","Maller, Liana","Area Identifier","2021-04-28 07:00:00.0000000","Conferred - Final",NA,NA,NA,NA,NA,5,NA,4,NA,NA,"Area Identifier",322,"2021-04-28 18:23:59.6180000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",718637,NA,NA,0,"Not Specified","FOUND MEALY BUGS ON  PLUM NOT SEEN MOVING, FOUND EGGS WITH MEALY BUGS","On","Fruit",7839,"Long Beach","CA","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",718637,"Dead Organism; Not Viable"
"40",428301,"2709-6600561","AQI","CBP","2021-03-18","Chile","LONG BEACH, CA (2709)","LONG BEACH, CA (2709)",NA,NA,33.76692,-118.18895,"Maritime Port - Vessel - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",17600,"Kilograms",NA,1511671,NA,NA,"2021-03-18 18:00:07.6850000"," ","JOEL H H JONG","JOEL H H JONG",321746,"LONG BEACH, CA (2709)","CA","Maritime Port - Vessel - Cargo - CBP","2709-6600561-DR01","2709-6600561","Urgent","Diagnostics Completed","CBP - Cargo",7839,"Long Beach","2021-03-19",2021,"Q1","March",3,"Lavi, Elizabeth",5664,"Diaspididae","Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae",NA,NA,"Final ID","Lavi, Elizabeth","Area Identifier","2021-03-19 07:00:00.0000000","Earned - Final",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",201,"2021-03-19 19:35:46.6380000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",694894,NA,NA,0,"Not Specified","Found on skin of plum by stem and turned in as is, not sure if alive","On","Fruit",7839,"Long Beach","CA","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",694894,NA
"41",346641,"CASFO17090046","AQI","PIS","2017-09-18","Canada",NA,NA,NA,NA,NA,NA,"Airport - Aircraft - Mail - PIS Mail",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",145,"Plant Units","DAVE GZIK",1176844,NA,NA,"2017-09-20 15:07:15.0000000","SHANA GALLANT",NA,"SHANA GALLANT",260617,"San Francisco PIS","CA","Airport - Aircraft - Mail - PIS Mail","CASFO17090046-DR01","CASFO17090046","Urgent","Diagnostics Completed","PIS - Mail",5000,"Academy of Natural Sciences","2017-09-20",2017,"Q3","September",9,"Smith-Pardo, Allan",8986,"Deroceras reticulatum or laeve (Agriolimacidae)","Animalia","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras","reticulatum or laeve","Final ID","Borrero, Francisco","National Specialist","2017-09-20 00:00:00.0000000","Earned - Final",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,"NIS",16,"2017-09-20 15:59:28.8920000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",558393,"Not Specified",NA,0,"Not Specified",NA,"On","Leaf",5000,"Academy of Natural Sciences","PA","Non-Quarantine","Non-Quarantine","Uncategorized","Uncategorized","Malacology",558393,NA
"42",435003,"WASEA21040002","AQI","PIS","2021-04-02","Netherlands","SEATTLE, WA (3001)","SEATTLE, WA (3001)",NA,NA,47.60549,-122.33537,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus salicina - Prunus salicina","Prunus salicina",6,"Plant Units","Brandt's Fruit Trees Inc.",1530014,NA,NA,"2021-04-02 18:00:48.3640000","RICKY CORDER",NA,"RICKY CORDER",324834,"Seattle PIS","WA","Airport - Aircraft - Express Carrier - PIS","WASEA21040002-DR02","WASEA21040002","Urgent","Diagnostics Completed","PIS - Express Carrier",70016,"Seattle PIS","2021-04-02",2021,"Q2","April",4,"Minnis, Andrew",11028,"Sphaerobolus sp. (Geastraceae)","Fungi",NA,"Agaricomycetes","Geastrales","Geastraceae","Sphaerobolus",NA,"Final ID","Minnis, Andrew","Area Identifier","2021-04-02 07:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",177,"2021-04-02 18:05:53.3220000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",701452,NA,NA,0,"Not Specified",NA,"On","Plant",70016,"Seattle PIS","WA","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Plant Pathology",701452,NA
"43",435003,"WASEA21040002","AQI","PIS","2021-04-02","Netherlands","SEATTLE, WA (3001)","SEATTLE, WA (3001)",NA,NA,47.60549,-122.33537,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus salicina - Prunus salicina","Prunus salicina",6,"Plant Units","Brandt's Fruit Trees Inc.",1530014,NA,NA,"2021-04-02 18:00:48.3640000","RICKY CORDER",NA,"RICKY CORDER",324831,"Seattle PIS","WA","Airport - Aircraft - Express Carrier - PIS","WASEA21040002-DR01","WASEA21040002","Urgent","Diagnostics Completed","PIS - Express Carrier",70016,"Seattle PIS","2021-04-02",2021,"Q2","April",4,"Minnis, Andrew",9889,"Cladosporium sp. (Cladosporiaceae)","Fungi",NA,"Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium",NA,"Final ID","Minnis, Andrew","Area Identifier","2021-04-02 07:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",177,"2021-04-02 18:53:34.5490000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",701453,NA,NA,0,"Not Specified",NA,"On","Plant",70016,"Seattle PIS","WA","Quarantine","Quarantine","Quarantine","Quarantine","Plant Pathology",701453,"Saprobe"
"44",1619075,"MDBEL24020013","AQI","PIS","2024-02-22","Turkey","MEMPHIS, TN (2006)","MEMPHIS, TN (2006)",NA,NA,35.0624,-89.95224,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",50,"Plant Units","Maher Al Rwahnih",3480931,NA,NA,"2024-02-23 19:15:46.7370000","SAMANTHA BAKER",NA,"SAMANTHA BAKER",683807,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL24020013-DR01","MDBEL24020013","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2024-02-26",2024,"Q1","February",2,"Savage, Andrea",89633,"Comstockaspis perniciosa (Comstock) (Diaspididae)","Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae","Comstockaspis","perniciosa","Final ID","Schneider, Scott","National Specialist","2024-02-26 05:00:00.0000000","Earned - Final",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",2704,"2024-02-26 22:23:00.0930000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",1440278,NA,NA,0,"Not Specified",NA,"On","Stem",5003,"USDA Beltsville - Entomology","MD","Non-Quarantine","Non-Quarantine","Non-Quarantine","Uncategorized","Entomology",1440278,NA
"45",225676,"MDBEL19030027","AQI","PIS","2019-03-28","Japan","JOHN F KENNEDY AIRPORT (4701)","JOHN F KENNEDY AIRPORT (4701)",NA,NA,40.65287,-73.81491,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",22,"Plant Units","USDA-APHIS-PPQ",673768,NA,NA,"2019-03-28 13:49:08.0000000","MICHAEL WARING",NA,"MICHAEL WARING",158817,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL19030027-DR01","MDBEL19030027","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2019-03-28",2019,"Q1","March",3,"Waring, Michael",5947,"Pseudaulacaspis prunicola (Maskell) (Diaspididae)","Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae","Pseudaulacaspis","prunicola","Final ID","Schneider, Scott","National Specialist","2019-03-29 13:42:02.0000000","Earned - Final",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",180,"2019-03-29 17:49:13.9010000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",331077,NA,NA,0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Non-Quarantine","Non-Quarantine","Uncategorized","Uncategorized","Entomology",331077,NA
"46",2167259,"MDBEL25030010","AQI","PIS","2025-03-07","United Kingdom of Great Britain and N. Ireland","DHL COURIER CINCINNATI (4197)","DHL COURIER CINCINNATI (4197)",NA,NA,39.044136,-84.6185,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",35,"Plant Units","USDA-APHIS-PPQ",4296198,NA,NA,"2025-03-07 22:03:48.6900000","BRANDON FISH",NA,"BRANDON FISH",804940,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL25030010-DR01","MDBEL25030010","Urgent","Diagnostics Completed","PIS - Express Carrier",70011,"Linden PIS","2025-03-11",2025,"Q1","March",3,"Wallner, Adam",77,"Phytoseiidae","Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae",NA,NA,"Final ID","Wallner, Adam","Area Identifier","2025-03-11 04:00:00.0000000","Conferred - Final",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",251,"2025-03-11 18:44:30.8940000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",1706972,NA,NA,0,"Not Specified",NA,"On","Cutting",70011,"Linden PIS","NJ","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Acarology",1706972,NA
"47",1839818,"4196-11092509","AQI","CBP","2024-07-24","Israel","UPS COURIER LOUISVILLE (4196)","UPS COURIER LOUISVILLE (4196)",NA,NA,38.221165,-85.549667,"Airport - Aircraft - Express Carrier - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",1.87,"Kilograms","ALI ABU HASHISH, 10801 S HARLEM AVE APT 1 S, WORTH, IL 60482, US",3806523,NA,NA,"2024-07-24 08:02:34.6050000"," ","SHAYNE VAN LEER","SHAYNE VAN LEER",735757,"UPS COURIER LOUISVILLE (4196)","KY","Airport - Aircraft - Express Carrier - CBP","4196-11092509-DR01","4196-11092509","Urgent","Diagnostics Completed","CBP - Express Carrier",70017,"APHIS Headquarters","2024-07-25",2024,"Q3","July",7,"Leavengood, John",3247,"Ceratitis capitata (Wiedemann)  (Tephritidae)","Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Ceratitis","capitata","Final ID","Norrbom, Allen","National Specialist","2024-07-26 04:00:00.0000000","Earned - Final",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"NIS",1242,"2024-07-26 17:36:47.9440000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1552687,"Re-export or Destroy","Not Specified",0,"Not Specified",NA,"On","Fruit",5001,"National Museum of Natural History","DC","Quarantine","Quarantine","Uncategorized","Uncategorized","Entomology",1552687,NA
"48",1839818,"4196-11092509","AQI","CBP","2024-07-24","Israel","UPS COURIER LOUISVILLE (4196)","UPS COURIER LOUISVILLE (4196)",NA,NA,38.221165,-85.549667,"Airport - Aircraft - Express Carrier - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",1.87,"Kilograms","ALI ABU HASHISH, 10801 S HARLEM AVE APT 1 S, WORTH, IL 60482, US",3806523,NA,NA,"2024-07-24 08:02:36.6230000"," ","SHAYNE VAN LEER","SHAYNE VAN LEER",735758,"UPS COURIER LOUISVILLE (4196)","KY","Airport - Aircraft - Express Carrier - CBP","4196-11092509-DR02","4196-11092509","Urgent","Diagnostics Completed","CBP - Express Carrier",8002,"Tampa","2024-07-25",2024,"Q3","July",7,"Leavengood, John",3116,"Drosophilidae","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae",NA,NA,"Final ID","Leavengood, John","Area Identifier","2024-07-25 04:00:00.0000000","Conferred - Final",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",124,"2024-07-25 15:28:35.7890000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",1551863,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Fruit",8002,"Tampa","FL","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",1551863,NA
"49",721583,"2304-8393716","AQI","CBP","2022-05-10","Mexico","LAREDO, TX (2304)","LAREDO, TX (2304)",NA,NA,27.51374,-99.50199,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Logs","Prunus sp. - Prunus sp.","Prunus sp.",18144,"Kilograms",NA,2163902,NA,NA,"2022-05-10 16:47:48.4430000"," ","CARLOS RAMOS","CARLOS RAMOS",464458,"LAREDO, TX (2304)","TX","Land Border - Truck - Cargo - CBP","2304-8393716-DR01","2304-8393716","Urgent","Diagnostics Completed","CBP - Cargo",70017,"APHIS Headquarters","2022-05-10",2022,"Q2","May",5,"Burns, Mary",394,"Bostrichidae","Animalia","Arthropoda","Insecta","Coleoptera","Bostrichidae",NA,NA,"Final ID","Nearns, Eugenio","National Specialist","2022-05-10 04:00:00.0000000","Earned - Final",NA,NA,NA,6,3,NA,NA,NA,NA,NA,"NIS",938,"2022-05-10 18:19:47.3210000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",987990,NA,NA,0,"Not Specified","C/O XP LOGISTICS, WT2022487, TRL# PF010","In","Trunk",5001,"National Museum of Natural History","DC","Quarantine","Non-Quarantine","Quarantine","Quarantine","Entomology",987990,NA
"50",397497,"MDBEL17010010","AQI","PIS","2017-01-18","Belgium","JOHN F KENNEDY AIRPORT (4701)","JOHN F KENNEDY AIRPORT (4701)",NA,NA,40.65287,-73.81491,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",10,"Plant Units","IAREC",1368949,NA,NA,"2017-01-18 08:15:07.0000000","PAUL IJAMS",NA,"PAUL IJAMS",306844,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL17010010-DR01","MDBEL17010010","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2017-01-18",2017,"Q1","January",1,"Ijams, Paul",5321,"Aphididae","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA,"Final ID","Ochoa, Ronald","National Specialist","2017-01-19 00:00:00.0000000","Tentative - Route to NS",0,0,2,0,0,0,0,0,0,0,"NIS",261,"2017-01-19 14:04:51.2630000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",661214,"Re-export, Destroy, or Treat","T201-c-1",0,"Not Specified",NA,"On","Plant",NA,NA,NA,"Quarantine","Quarantine","Quarantine","Quarantine","Entomology",661214,NA
"51",2100298,"MDBEL25010007","AQI","PIS","2025-01-22","France","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",45,"Plant Units","Foundation Plant Services, UC-Davis",4179231,NA,NA,"2025-01-22 17:33:30.4520000","SAMANTHA BAKER",NA,"SAMANTHA BAKER",790403,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL25010007-DR02","MDBEL25010007","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2025-01-23",2025,"Q1","January",1,"Turner, Ashley",41199,"Sooty mold","Fungi",NA,NA,NA,NA,"Sooty","mold","Final ID","Romberg, Megan","National Specialist","2025-01-23 05:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",53,"2025-01-23 20:44:25.6210000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",1672189,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Cutting",5009,"USDA Beltsville - Plant Pathology","MD","Non-Quarantine","Non-Quarantine","Uncategorized","Uncategorized","Plant Pathology",1672189,"Saprobe"
