"","ID","INSPECTION_NUMBER","CATEGORY","SUBCATEGORY","INSPECTION_DATE","ORIGIN","PORT_OF_ARRIVAL_NAME","PORT_OF_ENTRY_NAME","ARRIVING_AIRLINE_IATA_NAME","ARRIVING_FLIGHT_NUMBER","PORT_LATITUDE","PORT_LONGITUDE","INSPECTION_PATHWAY","FINAL_DESTINATION_NAME","ENTRY_NUMBER","COMMODITY_CLASSIFICATION","COMMODITY_TYPE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","QUANTITY","QUANTITY_UNITS_NAME","CONSIGNEE_NAME","COMMODITY_ID","CONVEYANCE_ID","WPM_ID","REQUEST_DATETIME","INSPECTOR_NAME","CBP_OFFICER_NAME","INSPECTION_OFFICER","DIAGNOSTIC_REQUEST_ID","INSPECTION_LOCATION_NAME","INSPECTION_LOCATION_STATE_CODE","DR_PATHWAY","DIAGNOSTIC_REQUEST_NUMBER","EVENT_ID","DIAGNOSTIC_PRIORITY","DIAGNOSTIC_REQUEST_STATUS","INSPECTION_AREA","DESTINATION_LOCATION_ID","DESTINATION_LOCATION_NAME","AI_ACCEPTED_CALENDAR_DATE","AI_ACCEPTED_YEAR","AI_ACCEPTED_QUARTER","AI_ACCEPTED_MONTH","AI_ACCEPTED_MONTH_NUMBER","AI_ACCEPTED_BY_FULL_NAME","PEST_TAXON_ID","PEST_TAXONOMIC_NAME","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","DETERMINATION_TYPE","DETERMINED_BY_FULL_NAME","DETERMINED_BY_GROUP_NAME","DETERMINATION_DATETIME","ID_AUTHORITY","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","QUARANTINE_RECOMMENDATION_DETERMINED_BY_GROUP_NAME","QUARANTINE_RECOMMENDED_BY_USER_ID","QUARANTINE_RECOMMENDATION_DATETIME","DIAGNOSTIC_TYPE","HOST_TYPE_ID","HOST_TYPE","QUARANTINE_RECOMMENDATION_ID","QUARANTINE_RECOMMENDATION","REGULATORY_DETERMINATION_ID","EXCLUSION_OPTIONS","TREATMENT_SCHEDULE","WHERE_INTERCEPTED_ID","WHERE_INTERCEPTED","REMARKS","HOST_PROXIMITY","HOST_PART_NAME","DETERMINATION_LOCATION_ID","DETERMINATION_LOCATION_NAME","DETERMINATION_LOCATION_STATE","QUARANTINE_STATUS","QUARANTINE_STATUS_MAINLAND","QUARANTINE_STATUS_HAWAII","QUARANTINE_STATUS_PUERTO_RICO","DIAGNOSTIC_DISCIPLINE","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_DETERMINATION_NOT_POSSIBLE_REASON"
"14",173017,"2608-4523112","AQI","CBP","2019-10-09","Mexico","SAN LUIS, AZ (2608)","SAN LUIS, AZ (2608)",NA,NA,32.49551,-114.70641,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",5096,"Kilograms",NA,485140,NA,NA,"2019-10-09 04:00:00.0000000"," ","LUIS C LASTRA","LUIS C LASTRA",117165,"SAN LUIS, AZ (2608)","AZ","Land Border - Truck - Cargo - CBP","2608-4523112-DR03","2608-4523112","Urgent","Diagnostics Completed","CBP - Cargo",7662,"Yuma","2019-10-10",2019,"Q4","October",10,"Vitanza-Hedman, Salvador",2377,"Metoponium sp. (Tenebrionidae)","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Metoponium",NA,"Final ID","Vitanza-Hedman, Salvador","Area Identifier","2019-10-10 09:22:59.0000000","Earned - Final",1,NA,NA,NA,NA,0,NA,NA,NA,NA,"Area Identifier",893,"2019-10-10 16:23:21.0450000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",238377,NA,NA,5852,"Permit Cargo","DRIED PLUMS","On","Fruit",7662,"Yuma","AZ","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",238377,NA
"15",173017,"2608-4523112","AQI","CBP","2019-10-09","Mexico","SAN LUIS, AZ (2608)","SAN LUIS, AZ (2608)",NA,NA,32.49551,-114.70641,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",5096,"Kilograms",NA,485140,NA,NA,"2019-10-09 04:00:00.0000000"," ","LUIS C LASTRA","LUIS C LASTRA",117159,"SAN LUIS, AZ (2608)","AZ","Land Border - Truck - Cargo - CBP","2608-4523112-DR01","2608-4523112","Urgent","Diagnostics Completed","CBP - Cargo",7662,"Yuma","2019-10-10",2019,"Q4","October",10,"Vitanza-Hedman, Salvador",391,"Stegobium paniceum (Linnaeus) (Ptinidae)","Animalia","Arthropoda","Insecta","Coleoptera","Ptinidae","Stegobium","paniceum","Final ID","Lingafelter, Steve","Area Identifier","2019-10-10 09:33:00.0000000","Earned - Final",2,NA,NA,NA,NA,0,NA,NA,NA,NA,"Area Identifier",130,"2019-10-10 16:33:39.9810000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",238363,NA,NA,5852,"Permit Cargo","DRIED PLUMS","On","Fruit",7662,"Yuma","AZ","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",238363,NA
"16",449500,"2720-6765902","AQI","PIS","2021-04-27","China","LOS ANGELES INT AIRPORT (2720)","LOS ANGELES INT AIRPORT (2720)",NA,NA,33.93468,-118.37018,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",150,"Plant Units","Vic Wang",1563570,NA,NA,"2021-05-10 21:31:49.6710000","CHUCK LUCAS",NA,"CHUCK LUCAS",338030,"Los Angeles PIS","CA","Airport - Aircraft - Express Carrier - PIS","2720-6765902-DR05","2720-6765902","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2021-05-10",2021,"Q2","May",5,"Wong, Joseph",3355,"Fulgoroidea","Animalia","Arthropoda","Insecta","Hemiptera",NA,NA,NA,"Final ID","McKamey, Stuart","National Specialist","2021-05-11 04:00:00.0000000","Earned - Final",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"NIS",1242,"2021-05-11 17:04:16.3300000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",727850,"Re-export, Destroy, or Treat","T201-c-1",0,"Not Specified",NA,"With","Plant",5001,"National Museum of Natural History","DC","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",727850,NA
"17",449500,"2720-6765902","AQI","PIS","2021-04-27","China","LOS ANGELES INT AIRPORT (2720)","LOS ANGELES INT AIRPORT (2720)",NA,NA,33.93468,-118.37018,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",150,"Plant Units","Vic Wang",1563570,NA,NA,"2021-05-10 21:36:19.4520000","CHUCK LUCAS",NA,"CHUCK LUCAS",338033,"Los Angeles PIS","CA","Airport - Aircraft - Express Carrier - PIS","2720-6765902-DR08","2720-6765902","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2021-05-10",2021,"Q2","May",5,"Wong, Joseph",256,"Tarsonemus confusus Ewing (Tarsonemidae)","Animalia","Arthropoda","Arachnida","Trombidiformes","Tarsonemidae","Tarsonemus","confusus","Final ID","Ochoa, Ronald","National Specialist","2021-05-11 04:00:00.0000000","Earned - Final",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",254,"2021-05-11 16:32:01.8230000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",727834,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Stem",5003,"USDA Beltsville - Entomology","MD","Non-Quarantine","Non-Quarantine","Uncategorized","Uncategorized","Acarology",727834,NA
"18",449500,"2720-6765902","AQI","PIS","2021-04-27","China","LOS ANGELES INT AIRPORT (2720)","LOS ANGELES INT AIRPORT (2720)",NA,NA,33.93468,-118.37018,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",150,"Plant Units","Vic Wang",1563570,NA,NA,"2021-05-10 21:34:42.6750000","CHUCK LUCAS",NA,"CHUCK LUCAS",338032,"Los Angeles PIS","CA","Airport - Aircraft - Express Carrier - PIS","2720-6765902-DR07","2720-6765902","Urgent","Diagnostics Completed","PIS - Express Carrier",70002,"Los Angeles PIS","2021-05-10",2021,"Q2","May",5,"Wong, Joseph",5457,"Myzus persicae (Sulzer)  (Aphididae)","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus","persicae","Final ID","Lindsey, Bert","Area Identifier","2021-05-10 07:00:00.0000000","Earned - Final",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",165,"2021-05-10 22:25:27.8990000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",727297,"Not Specified","Not Specified",0,"Not Specified",NA,"On","Stem",70002,"Los Angeles PIS","CA","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Entomology",727297,NA
"19",449500,"2720-6765902","AQI","PIS","2021-04-27","China","LOS ANGELES INT AIRPORT (2720)","LOS ANGELES INT AIRPORT (2720)",NA,NA,33.93468,-118.37018,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",150,"Plant Units","Vic Wang",1563570,NA,NA,"2021-05-10 21:32:54.3390000","CHUCK LUCAS",NA,"CHUCK LUCAS",338031,"Los Angeles PIS","CA","Airport - Aircraft - Express Carrier - PIS","2720-6765902-DR06","2720-6765902","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2021-05-10",2021,"Q2","May",5,"Wong, Joseph",9788,"Dothideomycetes","Fungi",NA,"Dothideomycetes",NA,NA,NA,NA,"Final ID","McKemy, John","National Specialist","2021-05-11 04:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",1242,"2021-05-11 17:01:09.5970000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",727852,"Re-export or Destroy","Not Specified",0,"Not Specified",NA,"On","Plant",5009,"USDA Beltsville - Plant Pathology","MD","Uncategorized","Uncategorized","Uncategorized","Uncategorized","Plant Pathology",727852,NA
"20",2140618,"MDBEL25020008","AQI","PIS","2025-02-18","France","DHL COURIER CINCINNATI (4197)","DHL COURIER CINCINNATI (4197)",NA,NA,39.044136,-84.6185,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",114,"Plant Units","Foundation Plant Services, UC-Davis",4252363,NA,NA,"2025-02-18 18:02:41.8680000","SAMANTHA BAKER",NA,"SAMANTHA BAKER",798947,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL25020008-DR01","MDBEL25020008","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2025-02-19",2025,"Q1","February",2,"Savage, Andrea",3316,"Hemiptera","Animalia","Arthropoda","Insecta","Hemiptera",NA,NA,NA,"Final ID","Henry, Thomas","National Specialist","2025-02-19 05:00:00.0000000","Earned - Final",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"NIS",2704,"2025-02-19 19:06:12.3490000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1691619,"Re-export, Destroy, or Treat","T201-c-1",0,"Not Specified",NA,"In","Cutting",5001,"National Museum of Natural History","DC","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",1691619,NA
"21",2140618,"MDBEL25020008","AQI","PIS","2025-02-18","France","DHL COURIER CINCINNATI (4197)","DHL COURIER CINCINNATI (4197)",NA,NA,39.044136,-84.6185,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",114,"Plant Units","Foundation Plant Services, UC-Davis",4252363,NA,NA,"2025-02-18 18:51:49.0050000","SAMANTHA BAKER",NA,"SAMANTHA BAKER",798966,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL25020008-DR02","MDBEL25020008","Urgent","Diagnostics Completed","PIS - Express Carrier",70017,"APHIS Headquarters","2025-02-19",2025,"Q1","February",2,"Savage, Andrea",5645,"Saissetia sp. (Coccidae)","Animalia","Arthropoda","Insecta","Hemiptera","Coccidae","Saissetia",NA,"Final ID","Evans, Gregory","National Specialist","2025-02-19 05:00:00.0000000","Earned - Final",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",2704,"2025-02-19 18:28:14.0690000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1691528,"Re-export, Destroy, or Treat","T201-c-1",0,"Not Specified",NA,"On","Cutting",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",1691528,NA
"22",2154664,"TXHOU25020034","AQI","PIS","2025-02-27","United Kingdom of Great Britain and N. Ireland","HOUSTON GEO. BUSH INTERC (5309)","HOUSTON GEO. BUSH INTERC (5309)",NA,NA,29.93873,-95.3509,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus spinosa - Prunus spinosa","Prunus spinosa",0.005,"Kilograms","Ian Omalley",4275264,NA,NA,"2025-02-27 22:33:08.2590000","AMNERIS BAUZO FIGUEROA",NA,"AMNERIS BAUZO FIGUEROA",802090,"Houston PIS","TX","Airport - Aircraft - Express Carrier - PIS","TXHOU25020034-DR01","TXHOU25020034","Urgent","Diagnostics Completed","PIS - Express Carrier",70015,"Houston PIS","2025-02-28",2025,"Q1","February",2,"Diaz, Norma",29013,"Punica sp. (Lythraceae)","Plantae",NA,"Magnoliopsida","Myrtales","Lythraceae","Punica",NA,"Final ID","Diaz, Norma","Area Identifier","2025-02-28 06:00:00.0000000","Conferred - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Area Identifier",128,"2025-02-28 13:53:52.3020000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",1698621,NA,NA,0,"Not Specified",NA,"With","Seed",70015,"Houston PIS","TX","Uncategorized","Uncategorized","Uncategorized","Uncategorized","Botany",1698621,NA
"23",411516,"MDBEL16070001","AQI","PIS","2016-07-05","Czech Republic","MEMPHIS, TN (2006)","MEMPHIS, TN (2006)",NA,NA,35.0624,-89.95224,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",86,"Plant Units","IAREC",1444172,NA,NA,"2016-07-05 07:53:34.0000000","PAUL IJAMS",NA,"PAUL IJAMS",315062,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL16070001-DR01","MDBEL16070001","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2016-07-05",2016,"Q3","July",7,"Ijams, Paul",5561,"Coccidae","Animalia","Arthropoda","Insecta","Hemiptera","Coccidae",NA,NA,"Final ID","Evans, Gregory","National Specialist","2016-07-05 00:00:00.0000000","Tentative - Route to NS",0,0,0,1,0,0,0,0,0,0,"NIS",93,"2016-07-05 16:06:17.6290000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",679466,"Re-export, Destroy, or Treat","T101-c-2",0,"Not Specified",NA,"On","Plant",NA,NA,NA,"Quarantine","Quarantine","Quarantine","Quarantine","Entomology",679466,NA
"24",314556,"MDBEL18020034","AQI","PIS","2018-02-27","Canada","MEMPHIS, TN (2006)","MEMPHIS, TN (2006)",NA,NA,35.0624,-89.95224,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",111,"Plant Units","USDA-APHIS-PPQ",1037669,NA,NA,"2018-02-27 14:19:49.0000000","MICHAEL WARING",NA,"MICHAEL WARING",233327,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL18020034-DR01","MDBEL18020034","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2018-02-27",2018,"Q1","February",2,"Waring, Michael",332,"Tydeidae","Animalia","Arthropoda","Arachnida","Trombidiformes","Tydeidae",NA,NA,"Final ID","Evans, Gregory","National Specialist","2018-02-28 06:25:26.0000000","Earned - Final",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",80,"2018-02-28 11:50:01.6430000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",497235,NA,NA,0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Acarology",497235,NA
"25",314556,"MDBEL18020034","AQI","PIS","2018-02-27","Canada","MEMPHIS, TN (2006)","MEMPHIS, TN (2006)",NA,NA,35.0624,-89.95224,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",111,"Plant Units","USDA-APHIS-PPQ",1037669,NA,NA,"2018-02-27 14:20:37.0000000","MICHAEL WARING",NA,"MICHAEL WARING",233331,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL18020034-DR03","MDBEL18020034","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2018-02-27",2018,"Q1","February",2,"Waring, Michael",311,"Tetranychus (Tetranychus) sp. (Tetranychidae)","Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus",NA,"Final ID","Evans, Gregory","National Specialist","2018-02-28 09:47:51.0000000","Earned - Final",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"NIS",80,"2018-02-28 14:52:30.1610000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",497249,NA,NA,0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Acarology",497249,NA
"26",314556,"MDBEL18020034","AQI","PIS","2018-02-27","Canada","MEMPHIS, TN (2006)","MEMPHIS, TN (2006)",NA,NA,35.0624,-89.95224,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",111,"Plant Units","USDA-APHIS-PPQ",1037669,NA,NA,"2018-02-27 14:20:24.0000000","MICHAEL WARING",NA,"MICHAEL WARING",233328,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL18020034-DR02","MDBEL18020034","Urgent","Diagnostics Completed","PIS - Express Carrier",5001,"National Museum of Natural History","2018-02-27",2018,"Q1","February",2,"Waring, Michael",364,"Insecta","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,"Final ID","Touchet, Michele","National Specialist","2018-02-28 09:29:16.0000000","Earned - Final",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"NIS",80,"2018-02-28 14:37:39.2730000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",497238,NA,NA,0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",497238,NA
"27",74640,"2301-5564559","AQI","CBP","2020-06-22","Mexico","BROWNSVILLE, TX (2301)","BROWNSVILLE, TX (2301)",NA,NA,25.95678,-97.35748,"Land Border - Truck - Conveyance - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",910,"Kilograms","Not Selected",132440,NA,NA,"2020-06-22 04:00:00.0000000"," ","LORNA P ROWLAND","LORNA P ROWLAND",46874,"BROWNSVILLE, TX (2301)","TX","Land Border - Truck - Conveyance - CBP","2301-5564559-DR02","2301-5564559","Urgent","Diagnostics Completed","CBP - Conveyance",70014,"Los Indios PIS","2020-06-22",2020,"Q2","June",6,"Hansen, Jason",5664,"Diaspididae","Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae",NA,NA,"Final ID","Hansen, Jason","Area Identifier","2020-06-22 05:00:00.0000000","Conferred - Final",2,NA,NA,NA,NA,0,NA,NA,NA,NA,"Area Identifier",125,"2020-06-22 16:40:58.9460000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",81779,NA,NA,5852,"Permit Cargo",NA,"On","Dried Fruit",70014,"Los Indios PIS","TX","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",81779,NA
"28",74640,"2301-5564559","AQI","CBP","2020-06-22","Mexico","BROWNSVILLE, TX (2301)","BROWNSVILLE, TX (2301)",NA,NA,25.95678,-97.35748,"Land Border - Truck - Conveyance - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",910,"Kilograms","Not Selected",132440,NA,NA,"2020-06-22 04:00:00.0000000"," ","LORNA P ROWLAND","LORNA P ROWLAND",46880,"BROWNSVILLE, TX (2301)","TX","Land Border - Truck - Conveyance - CBP","2301-5564559-DR01","2301-5564559","Urgent","Diagnostics Completed","CBP - Conveyance",5004,"National Museum of Natural History Botany","2020-06-22",2020,"Q2","June",6,"Mireles, Oscar",19299,"Andropogon sp. (Poaceae)","Plantae",NA,"Liliopsida","Poales","Poaceae","Andropogon",NA,"Final ID","Thurmond, Mark","National Specialist","2020-06-22 04:00:00.0000000","Earned - Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIS",254,"2020-06-22 21:03:05.2640000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",81792,NA,NA,5852,"Permit Cargo",NA,"On","Dried Fruit",5004,"National Museum of Natural History Botany","DC","Non-Quarantine","Non-Quarantine","Non-Quarantine","Non-Quarantine","Botany",81792,NA
"29",1650204,"2709-10734999","AQI","CBP","2024-03-13","Chile","LONG BEACH, CA (2709)","LONG BEACH, CA (2709)",NA,NA,33.76692,-118.18895,"Maritime Port - Vessel - Cargo - CBP",", ",NA,"Plant","Fresh Fruits & Vegetables","Prunus domestica - PLUM","Prunus domestica",16800,"Kilograms","PACIFIC TRELLIS FRUIT, 5108 E CLINTON WAY, SUITE 108, FRESNO, CA 93727-2043",3531995,NA,NA,"2024-03-13 19:52:47.9770000"," ","WAI YIN CHIU","WAI YIN CHIU",690681,"LONG BEACH, CA (2709)","CA","Maritime Port - Vessel - Cargo - CBP","2709-10734999-DR01","2709-10734999","Urgent","Diagnostics Completed","CBP - Cargo",70017,"APHIS Headquarters","2024-03-14",2024,"Q1","March",3,"Maller, Liana",7702,"Grapholita sp. (Tortricidae)","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"Final ID","Metz, Mark","National Specialist","2024-03-14 04:00:00.0000000","Earned - Final",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"NIS",78,"2024-03-14 15:45:03.4460000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",1453353,"Re-export, Destroy, or Treat","T101-a-3",0,"Not Specified","Entry# NM2-22576578
Container# SEKU9186395","In","Fruit",5001,"National Museum of Natural History","DC","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",1453353,NA
"30",233043,"MDBEL19020016","AQI","PIS","2019-02-25","Greece","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",35,"Plant Units","Foundation Plant Services, UC-Davis",709905,NA,NA,"2019-02-25 18:19:09.0000000","MICHAEL WARING",NA,"MICHAEL WARING",164777,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL19020016-DR01","MDBEL19020016","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2019-02-25",2019,"Q1","February",2,"Waring, Michael",5918,"Parlatoria oleae (Colvee) (Diaspididae)","Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae","Parlatoria","oleae","Final ID","Schneider, Scott","National Specialist","2019-02-26 15:22:29.0000000","Earned - Final",4,NA,NA,NA,NA,1,NA,NA,NA,NA,"NIS",180,"2019-02-26 20:25:07.3350000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",344195,NA,NA,0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Non-Quarantine","Non-Quarantine","Uncategorized","Uncategorized","Entomology",344195,NA
"31",233043,"MDBEL19020016","AQI","PIS","2019-02-25","Greece","CINCINNATI, OH (4102)","CINCINNATI, OH (4102)",NA,NA,39.04656,-84.62499,"Airport - Aircraft - Express Carrier - PIS",", ",NA,"Plant","Propagative Material","Prunus sp. - Prunus sp.","Prunus sp.",35,"Plant Units","Foundation Plant Services, UC-Davis",709905,NA,NA,"2019-02-25 18:20:42.0000000","MICHAEL WARING",NA,"MICHAEL WARING",164784,"Beltsville PIS","MD","Airport - Aircraft - Express Carrier - PIS","MDBEL19020016-DR02","MDBEL19020016","Urgent","Diagnostics Completed","PIS - Express Carrier",5003,"USDA Beltsville - Entomology","2019-02-25",2019,"Q1","February",2,"Waring, Michael",276,"Cenopalpus pulcher (Canestrini and Fanzago) (Tenuipalpidae)","Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Cenopalpus","pulcher","Final ID","Ochoa, Ronald","National Specialist","2019-02-26 06:42:43.0000000","Earned - Final",13,NA,7,NA,NA,NA,NA,NA,NA,NA,"NIS",180,"2019-02-26 13:54:24.7480000","AQIP",1500,"Commodity/Permitted Organism",5861,"No Phytosanitary Action",344210,NA,NA,0,"Not Specified",NA,"On","Plant",5003,"USDA Beltsville - Entomology","MD","Quarantine","Non-Quarantine","Quarantine","Quarantine","Acarology",344210,NA
"32",57677,"2302-5816452","AQI","CBP","2020-08-27","Mexico","DEL RIO, TX (2302)","DEL RIO, TX (2302)",NA,NA,29.81412,-100.91701,"Land Border - Truck - Cargo - CBP",", ",NA,"Plant","Logs","Prunus sp. - Prunus sp.","Prunus sp.",18160,"Kilograms","TIERRASCAPE IMPROVEMENT LTD, 5901 W NORTHVIEW AVE, GLENDALE, TX 85301, US",71843,NA,NA,"2020-08-27 04:00:00.0000000"," ","HOLLY M HEIMSOTH","HOLLY M HEIMSOTH",36144,"DEL RIO, TX (2302)","TX","Land Border - Truck - Cargo - CBP","2302-5816452-DR02","2302-5816452","Urgent","Diagnostics Completed","CBP - Cargo",5001,"National Museum of Natural History","2020-08-28",2020,"Q3","August",8,"Jones, Joshua",1162,"Curculionidae","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA,"Final ID","Nearns, Eugenio","National Specialist","2020-08-28 04:00:00.0000000","Earned - Final",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"NIS",938,"2020-08-28 18:35:25.5750000","AQIP",1500,"Commodity/Permitted Organism",5860,"Phytosanitary Action",57823,"Re-export Only","Not Specified",5851,"General Cargo","In apple wood firewood but no drop down results for this were available in iTDS","In","Trunk",5001,"National Museum of Natural History","DC","Quarantine","Quarantine","Quarantine","Quarantine","Entomology",57823,NA
